DACNAME;PLATFORM;LAUNCH_DATE;TRANS_SYSTEM;PLATFORM_TYPE;SENSOR_MODEL;SENSOR_SERIAL_NO;PI_NAME;PROJECT_NAME;Actif/Not Actif;LAST_CY_R;LAST_CY_D;DATE_LAST_DM_PSAL;LAST_CY_BR;LAST_CY_BD;DATE_LAST_DM_OXY 
coriolis;1900063;2002-03-03;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;097;2010-05-31;_;_;-
coriolis;1900064;2002-03-06;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;018;2013-10-07;_;_;-
coriolis;1900065;2002-03-06;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;058;2014-02-25;_;_;-
coriolis;1900066;2002-03-08;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;066;2013-10-07;_;_;-
coriolis;1900067;2002-03-09;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;098;2005-12-15;_;_;-
coriolis;1900068;2002-03-21;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;077;2010-06-02;_;_;-
coriolis;1900070;2002-03-22;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;057;2006-02-15;_;_;-
coriolis;1900071;2002-03-22;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;060;2010-06-01;_;_;-
coriolis;1900072;2002-03-05;ARGOS;APEX;SBE41;n/a;Virginie THIERRY;GYROSCOPE;NA;_;200;2010-07-19;_;_;-
coriolis;1900073;2002-03-10;ARGOS;APEX;SBE41;n/a;Virginie THIERRY;GYROSCOPE;NA;_;154;2010-07-19;_;_;-
coriolis;1900074;2002-03-20;ARGOS;APEX;SBE41;n/a;Virginie THIERRY;Euro-Argo;NA;_;167;2010-07-16;_;_;-
coriolis;1900075;2002-03-21;ARGOS;APEX;SBE41;n/a;Virginie THIERRY;GYROSCOPE;NA;_;152;2016-09-15;_;_;-
coriolis;1900076;2002-09-11;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;065;2014-02-20;_;_;-
coriolis;1900077;2002-09-12;ARGOS;APEX;SBE41;n/a;Virginie THIERRY;Euro-Argo;NA;_;132;2010-07-16;_;_;-
coriolis;1900078;2002-09-15;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;070;2014-02-21;_;_;-
coriolis;1900079;2002-09-22;ARGOS;PROVOR;FSI;n/a;Virginie THIERRY;GYROSCOPE;NA;_;060;2010-06-09;_;_;-
coriolis;1900080;2002-09-11;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;010;2006-11-28;_;_;-
coriolis;1900081;2002-09-11;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;141;2006-11-28;_;_;-
coriolis;1900101;2001-12-05;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;123;2011-11-01;_;_;-
coriolis;1900102;2001-12-05;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;128;2011-11-04;_;_;-
coriolis;1900103;2001-12-06;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;114;2011-11-04;_;_;-
coriolis;1900104;2001-12-06;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;099;2011-11-02;_;_;-
coriolis;1900105;2001-12-06;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;094;2011-11-02;_;_;-
coriolis;1900106;2001-12-06;ARGOS;APEX;SBE41;n/a;Olaf KLATT;AWI Argo;NA;_;040;2011-11-02;_;_;-
coriolis;1900109;2005-10-25;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;099;2008-10-14;_;_;-
coriolis;1900110;2005-10-27;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;100;2008-10-14;_;_;-
coriolis;1900111;2005-10-28;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;133;2011-02-03;_;_;-
coriolis;1900112;2005-10-29;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;140;2011-02-03;_;_;-
coriolis;1900113;2005-10-31;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;027;2008-10-15;_;_;-
coriolis;1900114;2005-11-01;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;136;2011-02-03;_;_;-
coriolis;1900116;2005-11-02;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;120;2011-02-03;_;_;-
coriolis;1900117;2005-11-03;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;088;2008-10-15;_;_;-
coriolis;1900118;2002-10-12;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;029;2007-09-19;_;_;-
coriolis;1900119;2002-10-13;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;SHOM;NA;_;011;2007-09-19;_;_;-
coriolis;1900123;2003-01-04;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;062;2007-03-14;_;_;-
coriolis;1900124;2003-01-05;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;076;2007-03-23;_;_;-
coriolis;1900125;2003-01-05;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;100;2007-03-16;_;_;-
coriolis;1900126;2003-01-06;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;033;2007-03-14;_;_;-
coriolis;1900127;2003-01-06;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;102;2007-03-23;_;_;-
coriolis;1900128;2003-01-07;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;016;2007-03-14;_;_;-
coriolis;1900129;2003-01-07;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;090;2007-03-14;_;_;-
coriolis;1900130;2003-01-08;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;094;2007-03-23;_;_;-
coriolis;1900131;2003-01-11;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;012;2007-03-23;_;_;-
coriolis;1900132;2003-01-14;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;096;2007-03-23;_;_;-
coriolis;1900133;2003-01-14;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;132;2009-06-26;_;_;-
coriolis;1900134;2003-01-16;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;052;2007-03-20;_;_;-
coriolis;1900135;2003-01-16;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;123;121;2009-06-29;_;_;-
coriolis;1900136;2003-01-17;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;058;2007-03-15;_;_;-
coriolis;1900137;2003-01-17;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;100;2007-03-16;_;_;-
coriolis;1900205;2003-05-05;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;106;2009-06-29;_;_;-
coriolis;1900206;2003-05-05;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;085;2007-09-18;_;_;-
coriolis;1900207;2003-05-06;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;034;2007-09-14;_;_;-
coriolis;1900208;2003-05-07;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;021;2007-09-19;_;_;-
coriolis;1900209;2003-05-07;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;036;2007-09-19;_;_;-
coriolis;1900210;2003-05-08;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;105;2007-09-19;_;_;-
coriolis;1900211;2003-05-08;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;120;2007-09-14;_;_;-
coriolis;1900212;2003-05-09;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;005;2007-09-14;_;_;-
coriolis;1900213;2003-05-09;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;101;2007-09-14;_;_;-
coriolis;1900214;2003-05-10;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;106;2007-09-17;_;_;-
coriolis;1900215;2003-05-10;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;067;2007-09-17;_;_;-
coriolis;1900216;2003-05-11;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;112;2007-09-19;_;_;-
coriolis;1900217;2003-05-11;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;084;2007-09-18;_;_;-
coriolis;1900218;2003-05-12;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;081;2007-09-18;_;_;-
coriolis;1900219;2003-05-12;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;098;2007-09-18;_;_;-
coriolis;1900220;2003-05-13;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;ETO_BB;NA;_;093;2007-09-17;_;_;-
coriolis;1900221;2003-05-23;ARGOS;APEX;SBE41;n/a;Bernard BOURLES;ETO_BB;NA;_;104;2013-04-29;_;_;-
coriolis;1900222;2003-05-24;ARGOS;APEX;SBE41;n/a;Bernard BOURLES;CORIOLIS;NA;_;103;2013-04-29;_;_;-
coriolis;1900223;2003-05-25;ARGOS;APEX;SBE41;n/a;Bernard BOURLES;Euro-Argo;NA;_;177;2013-04-29;_;_;-
coriolis;1900224;2004-01-16;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;099;2009-06-29;_;_;-
coriolis;1900225;2003-08-04;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;CICIO;NA;041;107;2011-02-01;_;_;-
coriolis;1900226;2003-08-05;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;Euro-Argo;NA;_;241;2011-02-01;_;_;-
coriolis;1900227;2003-08-05;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;Euro-Argo;NA;_;144;2011-02-01;_;_;-
coriolis;1900228;2003-08-15;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;CICIO;NA;001;_;-;_;_;-
coriolis;1900230;2003-08-05;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;CICIO;NA;_;143;2011-02-01;_;_;-
coriolis;1900275;2003-09-21;ARGOS;APEX;SBE41;n/a;Gregorio PARRILLA;ARGO_SPAIN;NA;_;112;2017-12-19;_;_;-
coriolis;1900276;2003-09-22;ARGOS;APEX;SBE41;n/a;Gregorio PARRILLA;Euro-Argo;NA;_;063;2017-12-21;_;_;-
coriolis;1900277;2003-09-24;ARGOS;APEX;SBE41;n/a;Gregorio PARRILLA;ARGO_SPAIN;NA;_;137;2016-09-21;_;_;-
coriolis;1900278;2003-09-19;ARGOS;APEX;SBE41;n/a;Gregorio PARRILLA;Euro-Argo;NA;_;237;2017-12-21;_;_;-
coriolis;1900279;2003-09-27;ARGOS;APEX;SBE41;n/a;Gregorio PARRILLA;ARGO_SPAIN;NA;082;080;2016-09-21;_;_;-
coriolis;1900312;2004-01-18;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;112;2009-07-06;_;_;-
coriolis;1900313;2004-01-19;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;040;2007-03-20;_;_;-
coriolis;1900314;2004-01-26;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;088;2010-09-30;_;_;-
coriolis;1900315;2004-02-05;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;066;2007-03-21;_;_;-
coriolis;1900316;2004-02-05;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;088;2009-07-07;_;_;-
coriolis;1900317;2004-02-05;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;102;2009-07-20;_;_;-
coriolis;1900318;2004-02-07;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;089;2009-07-07;_;_;-
coriolis;1900319;2004-02-07;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;053;2007-03-22;_;_;-
coriolis;1900320;2004-02-08;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;098;2010-10-01;_;_;-
coriolis;1900321;2004-04-10;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;093;2010-10-01;_;_;-
coriolis;1900322;2004-04-10;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;107;2010-10-04;_;_;-
coriolis;1900323;2004-04-11;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;_;074;2010-10-04;_;_;-
coriolis;1900324;2004-04-11;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;010;033;2007-03-23;_;_;-
coriolis;1900325;2004-04-13;ARGOS;PROVOR;FSI;n/a;Rosemary MORROW;FLOSTRAL;NA;065;063;2007-03-23;_;_;-
coriolis;1900326;2004-08-06;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;119;2010-06-11;_;_;-
coriolis;1900328;2004-02-28;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;098;2008-10-15;_;_;-
coriolis;1900329;2004-02-29;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;017;2008-10-15;_;_;-
coriolis;1900331;2004-02-26;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;123;2008-10-16;_;_;-
coriolis;1900332;2004-02-27;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;070;2008-10-15;_;_;-
coriolis;1900333;2004-02-27;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;123;2008-10-15;_;_;-
coriolis;1900334;2004-02-26;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;103;2011-02-03;_;_;-
coriolis;1900335;2004-02-29;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;087;2008-10-16;_;_;-
coriolis;1900336;2004-03-01;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;090;2008-10-16;_;_;-
coriolis;1900337;2004-03-02;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;051;2008-10-20;_;_;-
coriolis;1900338;2004-03-03;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;057;2008-10-15;_;_;-
coriolis;1900339;2004-03-03;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;020;2008-10-15;_;_;-
coriolis;1900340;2004-02-28;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;066;2008-10-15;_;_;-
coriolis;1900341;2004-08-24;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;109;2011-02-03;_;_;-
coriolis;1900342;2004-08-23;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;137;2011-02-03;_;_;-
coriolis;1900349;2004-04-08;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;106;2009-05-29;_;_;-
coriolis;1900350;2004-04-08;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;103;2009-07-16;_;_;-
coriolis;1900351;2004-07-02;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;070;2010-06-11;_;_;-
coriolis;1900352;2004-07-17;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;068;2010-06-11;_;_;-
coriolis;1900377;2005-05-04;ARGOS;PROVOR;FSI;n/a;Ochoa DE LA TORRE;ARGO_MEXICO;NA;_;099;2017-11-15;_;_;-
coriolis;1900378;2005-12-07;ARGOS;PROVOR;FSI;n/a;Daniel BALLESTERO;ARGO_CR;NA;000;002;2017-10-30;_;_;-
coriolis;1900379;2005-12-07;ARGOS;PROVOR;FSI;n/a;Daniel BALLESTERO;ARGO_CR;NA;000;077;2018-02-06;_;_;-
coriolis;1900381;2004-04-29;ARGOS;X;X;X;Olaf KLATT;AWI Argo;NA;148;071;-;_;_;-
coriolis;1900382;2004-04-30;ARGOS;X;X;X;Olaf KLATT;AWI Argo;NA;164;071;-;_;_;-
coriolis;1900383;2004-09-16;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;096;2010-07-07;_;_;-
coriolis;1900384;2004-08-12;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;110;2010-06-11;_;_;-
coriolis;1900385;2004-08-05;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;110;2010-06-11;_;_;-
coriolis;1900386;2005-02-01;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;088;2008-10-16;_;_;-
coriolis;1900387;2004-08-11;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;109;2010-06-11;_;_;-
coriolis;1900388;2004-09-16;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;099;2010-07-07;_;_;-
coriolis;1900389;2004-09-15;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;103;2010-07-07;_;_;-
coriolis;1900390;2004-08-09;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;108;2010-06-11;_;_;-
coriolis;1900391;2004-09-15;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;085;2010-07-07;_;_;-
coriolis;1900392;2004-08-10;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;110;2010-06-11;_;_;-
coriolis;1900393;2004-08-12;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;116;2010-06-11;_;_;-
coriolis;1900394;2004-08-08;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;114;2010-06-11;_;_;-
coriolis;1900395;2004-09-16;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;073;2010-07-07;_;_;-
coriolis;1900396;2004-08-04;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;104;2010-06-11;_;_;-
coriolis;1900397;2004-08-07;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;119;2010-06-14;_;_;-
coriolis;1900398;2004-08-05;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;077;2010-06-14;_;_;-
coriolis;1900399;2004-09-15;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;015;2010-07-07;_;_;-
coriolis;1900400;2004-09-15;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;106;2010-07-07;_;_;-
coriolis;1900401;2004-09-16;ARGOS;PROVOR;FSI;n/a;J. VIALARD;CIRENE;NA;_;108;2010-07-07;_;_;-
coriolis;1900402;2004-08-06;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;107;2010-06-14;_;_;-
coriolis;1900403;2004-08-08;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;119;2010-06-14;_;_;-
coriolis;1900404;2004-08-07;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;113;2010-06-14;_;_;-
coriolis;1900405;2004-08-10;ARGOS;PROVOR;FSI;n/a;Christine Coatanoan;CORIOLIS;NA;_;088;2010-06-14;_;_;-
coriolis;1900416;2004-11-18;ARGOS;PROVOR;FSI;n/a;Serguey GLADYSHEV;MGOODHOPE;NA;_;094;2008-10-16;_;_;-
coriolis;1900417;2004-11-23;ARGOS;PROVOR;FSI;n/a;Serguey GLADYSHEV;MGOODHOPE;NA;_;021;2008-10-16;_;_;-
coriolis;1900420;2004-11-17;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;122;2011-02-03;_;_;-
coriolis;1900421;2004-11-16;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;120;2011-02-03;_;_;-
coriolis;1900422;2004-11-22;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;132;2011-02-03;_;_;-
coriolis;1900433;2004-11-19;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;108;2011-02-07;_;_;-
coriolis;1900434;2004-11-20;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;135;2011-02-07;_;_;-
coriolis;1900466;2005-01-23;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;090;2008-10-15;_;_;-
coriolis;1900467;2005-01-24;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;094;2008-10-15;_;_;-
coriolis;1900468;2005-01-24;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;087;2008-10-17;_;_;-
coriolis;1900469;2005-01-27;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;102;2008-10-17;_;_;-
coriolis;1900470;2005-01-27;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;095;2008-10-16;_;_;-
coriolis;1900471;2005-01-28;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;092;2008-10-17;_;_;-
coriolis;1900472;2005-01-30;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;112;2011-02-07;_;_;-
coriolis;1900473;2005-01-31;ARGOS;PROVOR;FSI;n/a;Sabrina SPEICH et Michel ARHAN;GOODHOPE;NA;_;095;2011-02-07;_;_;-
coriolis;1900517;2005-06-02;ARGOS;X;X;X;Juergen FISHER;IFM-GEOMAR;NA;_;099;-;_;_;-
coriolis;1900518;2005-05-31;ARGOS;X;X;X;Juergen FISHER;IFM-GEOMAR;NA;_;103;-;_;_;-
coriolis;1900519;2005-05-26;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;Euro-Argo;NA;047;163;2010-08-18;_;_;-
coriolis;1900520;2005-05-27;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;IFM-GEOMAR;NA;_;011;2010-08-18;_;_;-
coriolis;1900521;2005-05-28;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;IFM-GEOMAR;NA;092;155;2010-08-19;_;_;-
coriolis;1900522;2005-05-28;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;Euro-Argo;NA;092;150;2010-08-19;_;_;-
coriolis;1900523;2005-06-01;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;IFM-GEOMAR;NA;_;261;2019-07-17;_;_;-
coriolis;1900524;2005-06-01;ARGOS;APEX;SBE41;n/a;Rena CZESCHEL;Euro-Argo;NA;_;123;2010-08-23;_;_;-
coriolis;1900540;2005-06-09;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;107;2010-09-06;_;_;-
coriolis;1900541;2005-06-14;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;110;2010-09-06;_;_;-
coriolis;1900542;2005-06-16;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;018;2007-09-11;_;_;-
coriolis;1900543;2005-06-12;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;115;2010-09-13;_;_;-
coriolis;1900544;2005-06-19;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;106;2010-09-13;_;_;-
coriolis;1900545;2005-06-13;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;113;2010-09-13;_;_;-
coriolis;1900546;2005-06-10;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;097;2010-09-14;_;_;-
coriolis;1900547;2005-06-11;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;115;2019-08-22;_;_;-
coriolis;1900548;2005-09-23;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;011;2007-09-13;_;_;-
coriolis;1900549;2005-09-22;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;106;2010-09-08;_;_;-
coriolis;1900550;2005-07-02;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;111;2010-09-14;_;_;-
coriolis;1900551;2005-06-17;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;114;2010-09-16;_;_;-
coriolis;1900552;2005-09-24;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;102;2010-09-16;_;_;-
coriolis;1900553;2005-06-20;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;066;2010-09-16;_;_;-
coriolis;1900554;2005-06-18;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;088;2010-09-16;_;_;-
coriolis;1900555;2005-07-03;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;105;2010-09-16;_;_;-
coriolis;1900556;2005-05-26;ARGOS;PROVOR;FSI;n/a;Bernard BOURLES;CORIOLIS;NA;_;011;2010-09-16;_;_;-
coriolis;1900589;2005-11-14;ARGOS;PROVOR;FSI;n/a;Isabelle TAUPIER-LEPAGE;EGYPT;NA;_;112;2017-08-24;_;_;-
coriolis;1900590;2005-11-15;ARGOS;PROVOR;FSI;n/a;Isabelle TAUPIER-LEPAGE;EGYPT;NA;167;158;2010-04-08;_;_;-
