DACNAME;PLATFORM;LAUNCH_DATE;TRANS_SYSTEM;PLATFORM_TYPE;SENSOR_MODEL;SENSOR_SERIAL_NO;PI_NAME;PROJECT_NAME;Actif/Not Actif;LAST_CY_R;LAST_CY_D;DATE_LAST_DM_PSAL;LAST_CY_BR;LAST_CY_BD;DATE_LAST_DM_OXY 
coriolis;3901066;2008-03-26;ARGOS;APEX;SBE41;2640;Osvaldo ULLOA;ARGO_CHILE;NA;_;287;2019-06-20;_;287;
coriolis;3901067;2008-03-26;ARGOS;APEX;SBE41;2641;Osvaldo ULLOA;ARGO_CHILE;NA;_;322;2019-06-20;322;_;-
coriolis;3901068;2008-03-26;ARGOS;APEX;SBE41;2642;Osvaldo ULLOA;ARGO_CHILE;NA;_;281;2019-06-20;_;281;
coriolis;3901075;2009-02-02;ARGOS;APEX;SBE41;4482;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;144;2018-11-28;144;_;-
coriolis;3901076;2009-02-02;ARGOS;APEX;SBE41;4487;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;161;2018-10-27;161;_;-
coriolis;3901077;2009-02-03;ARGOS;APEX;SBE41;4481;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;161;2018-10-27;161;_;-
coriolis;3901078;2009-02-03;ARGOS;APEX;SBE41;4486;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;143;2019-01-25;143;_;-
coriolis;3901079;2009-02-09;ARGOS;APEX;SBE41;n/a;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;179;2018-11-20;179;_;-
coriolis;3901080;2009-02-09;ARGOS;APEX;SBE41;n/a;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;154;2018-10-27;154;_;-
coriolis;3901081;2009-02-10;ARGOS;APEX;SBE41;n/a;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;158;2019-03-06;158;_;-
coriolis;3901082;2009-02-10;ARGOS;APEX;SBE41;4484;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;150;2019-03-01;150;_;-
coriolis;3901083;2009-02-11;ARGOS;APEX;SBE41;4478;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;072;2018-11-20;072;_;-
coriolis;3901084;2009-02-11;ARGOS;APEX;SBE41;4483;Sunke SCHMIDTKO;IFM-GEOMAR;NA;_;180;2018-10-27;180;_;-
coriolis;3901085;2010-10-26;ARGOS;X;X;X;Birgit Klein;BSH;NA;_;085;2017-02-14;_;_;-
coriolis;3901086;2010-11-11;ARGOS;X;X;X;Holger GIESE;BSH;NA;098;078;2013-01-22;_;_;-
coriolis;3901087;2010-11-14;ARGOS;X;X;X;Holger GIESE;BSH;NA;_;074;2013-02-26;_;_;-
coriolis;3901089;2015-10-27;ARGOS;ARVOR;SBE41CP_V2;6789;Birgit Klein;ARGO-BSH;NA;_;139;2020-03-15;_;_;-
coriolis;3901090;2011-10-25;ARGOS;APEX;SBE41;5553;Holger GIESE;ARGO-BSH;NA;_;060;2013-07-05;_;_;-
coriolis;3901091;2011-12-20;ARGOS;APEX;SBE41;5614;Holger GIESE;ARGO-BSH;NA;_;059;2014-10-21;_;_;-
coriolis;3901092;2011-11-15;ARGOS;APEX;SBE41;5615;Holger GIESE;ARGO-BSH;NA;_;075;2014-10-21;_;_;-
coriolis;3901093;2011-10-16;ARGOS;APEX;SBE41;5396;Holger GIESE;ARGO-BSH;NA;_;125;2017-08-11;_;_;-
coriolis;3901094;2011-10-18;ARGOS;APEX;SBE41;5418;Holger GIESE;ARGO-BSH;NA;_;138;2017-08-15;_;_;-
coriolis;3901095;2011-11-21;ARGOS;APEX;SBE41;5620;Holger GIESE;ARGO-BSH;NA;_;068;2014-10-20;_;_;-
coriolis;3901096;2012-10-28;ARGOS;APEX;SBE41;5783;Holger GIESE;ARGO-BSH;NA;_;086;2017-08-24;_;_;-
coriolis;3901097;2012-10-29;ARGOS;APEX;SBE41;5765;Holger GIESE;ARGO-BSH;NA;_;098;2017-08-24;_;_;-
coriolis;3901098;2012-11-03;ARGOS;APEX;SBE41;5786;Holger GIESE;ARGO-BSH;NA;_;075;2015-03-05;_;_;-
coriolis;3901099;2012-10-01;ARGOS;APEX;SBE41;5768;Holger GIESE;ARGO-BSH;NA;_;063;2017-08-15;_;_;-
coriolis;3901100;2012-11-05;ARGOS;APEX;SBE41;5943;Holger GIESE;ARGO-BSH;NA;_;076;2017-08-15;_;_;-
coriolis;3901101;2012-11-06;ARGOS;APEX;SBE41;5912;Holger GIESE;ARGO-BSH;NA;_;084;2017-08-28;_;_;-
coriolis;3901102;2012-11-07;ARGOS;APEX;SBE41;5941;Holger GIESE;ARGO-BSH;NA;_;088;2017-08-15;_;_;-
coriolis;3901588;2016-09-04;ARGOS;APEX;SBE41_V3;7837;Birgit Klein;ARGO-BSH;NA;_;109;2020-06-26;_;_;-
coriolis;3901589;2016-09-04;ARGOS;APEX;SBE41_V3;7838;Birgit Klein;ARGO-BSH;NA;_;114;2020-06-26;_;_;-
coriolis;3901590;2016-08-22;ARGOS;APEX;SBE41_V3;41-7839;Birgit Klein;ARGO-BSH;NA;_;093;2019-06-05;_;_;-
coriolis;3901591;2016-08-23;ARGOS;APEX;SBE41_V3;41-7847;Birgit Klein;ARGO-BSH;NA;_;067;2019-06-18;_;_;-
coriolis;3901592;2016-04-24;ARGOS;APEX;SBE41;7846;Birgit Klein;ARGO-BSH;NA;_;103;2020-06-28;_;_;-
coriolis;3901593;2016-04-23;ARGOS;APEX;SBE41;7849;Birgit Klein;ARGO-BSH;NA;_;103;2020-08-21;_;_;-
coriolis;3901594;2016-04-22;ARGOS;APEX;SBE41;7850;Birgit Klein;ARGO-BSH;NA;_;054;2017-10-10;_;_;-
coriolis;3901595;2016-04-20;ARGOS;APEX;SBE41;7858;Birgit Klein;ARGO-BSH;NA;_;111;2019-06-18;_;_;-
coriolis;3901596;2016-04-19;ARGOS;APEX;SBE41;7939;Birgit Klein;ARGO-BSH;NA;_;122;2020-06-28;_;_;-
coriolis;3901597;2017-08-16;ARGOS;ARVOR;SBE41CP_V7.2.5;9516;Birgit Klein;ARGO-BSH;A;122;116;2020-10-18;_;_;-
coriolis;3901598;2017-05-09;IRIDIUM;ARVOR;SBE41CP_V7.2.5;9308;Birgit Klein;ARGO-BSH;A;155;146;2020-09-18;_;_;-
coriolis;3901601;2016-09-22;ARGOS;APEX;SBE41_V3;41-7859;B. Klein;ARGO-BSH;A;155;137;2020-06-20;_;_;-
coriolis;3901602;2016-09-18;ARGOS;APEX;SBE41_V3;41-7862;Birgit Klein;ARGO-BSH;A;155;137;2020-06-20;_;_;-
coriolis;3901603;2016-09-20;ARGOS;APEX;SBE41_V3;41-7863;Birgit Klein;ARGO-BSH;A;155;137;2020-06-20;_;_;-
coriolis;3901604;2016-09-19;ARGOS;APEX;SBE41_V3;41-8807;Birgit Klein;ARGO-BSH;A;155;137;2020-06-20;_;_;-
coriolis;3901605;2016-09-22;ARGOS;APEX;SBE41_V3;41-8808;B. Klein;ARGO-BSH;A;155;137;2020-06-20;_;_;-
coriolis;3901606;2017-05-02;ARGOS;ARVOR;SBE41CP_V7.2.5;8570;Birgit Klein;ARGO-BSH;A;133;110;2020-07-15;_;_;-
coriolis;3901607;2017-01-30;ARGOS;ARVOR;SBE41CP_V7.2.5;8571;Birgit Klein;ARGO-BSH;A;142;125;2020-07-08;_;_;-
coriolis;3901608;2016-12-31;ARGOS;ARVOR;SBE41CP_V7.2.5;8611;Birgit Klein;ARGO-BSH;A;145;134;2020-09-07;_;_;-
coriolis;3901609;2017-05-03;ARGOS;ARVOR;SBE41CP_V7.2.5;8613;Birgit Klein;ARGO-BSH;A;133;126;2020-10-24;_;_;-
coriolis;3901610;2017-05-06;ARGOS;ARVOR;SBE41CP_V7.2.5;8614;Birgit Klein;ARGO-BSH;A;132;100;2020-07-08;_;_;-
coriolis;3901611;2016-12-29;ARGOS;ARVOR;SBE41CP_V7.2.5;8616;Birgit Klein;ARGO-BSH;A;145;139;2020-10-24;_;_;-
coriolis;3901612;2017-01-28;ARGOS;ARVOR;SBE41CP_V7.2.5;8617;Birgit Klein;ARGO-BSH;A;142;125;2020-07-08;_;_;-
coriolis;3901619;2017-05-28;ARGOS;ARVOR;SBE41CP_V7.2.5;9318;Birgit Klein;ARGO-BSH;A;130;121;2020-09-18;_;_;-
coriolis;3901620;2017-05-28;ARGOS;ARVOR;SBE41CP_V7.2.5;9310;Birgit Klein;ARGO-BSH;NA;_;106;2020-09-18;_;_;-
coriolis;3901621;2017-05-27;ARGOS;ARVOR;SBE41CP_V7.2.5;9317;Birgit Klein;ARGO-BSH;NA;_;077;2020-02-10;_;_;-
coriolis;3901622;2017-08-27;ARGOS;ARVOR;SBE41CP_V7.2.5;9517;Birgit Klein;ARGO-BSH;A;121;112;2020-09-18;_;_;-
coriolis;3901623;2017-05-29;ARGOS;ARVOR;SBE41CP_V7.2.5;9412;Birgit Klein;ARGO-BSH;A;130;113;2020-07-08;_;_;-
coriolis;3901624;2017-06-06;ARGOS;ARVOR;SBE41CP_V7.2.5;9413;Birgit Klein;ARGO-BSH;A;129;120;2020-09-18;_;_;-
coriolis;3901625;2017-06-11;ARGOS;ARVOR;SBE41CP_V7.2.5;9414;Birgit Klein;ARGO-BSH;A;129;120;2020-10-07;_;_;-
coriolis;3901626;2017-06-12;ARGOS;ARVOR;SBE41CP_V7.2.5;9415;Birgit Klein;ARGO-BSH;A;129;120;2020-10-07;_;_;-
coriolis;3901627;2017-06-13;ARGOS;ARVOR;SBE41CP_V7.2.5;9416;Birgit Klein;ARGO-BSH;A;128;112;2020-07-08;_;_;-
coriolis;3901628;2017-06-14;ARGOS;ARVOR;SBE41CP_V7.2.5;9461;Birgit Klein;ARGO-BSH;A;128;122;2020-10-24;_;_;-
coriolis;3901629;2017-06-17;ARGOS;ARVOR;SBE41CP_V7.2.5;9462;Birgit Klein;ARGO-BSH;A;128;111;2020-07-08;_;_;-
coriolis;3901630;2017-06-18;ARGOS;ARVOR;SBE41CP_V7.2.5;9463;Birgit Klein;ARGO-BSH;A;128;111;2020-07-08;_;_;-
coriolis;3901631;2017-10-15;ARGOS;ARVOR;SBE41CP_V7.2.5;9510;Birgit Klein;ARGO-BSH;A;116;107;2020-10-12;_;_;-
coriolis;3901632;2017-10-13;ARGOS;ARVOR;SBE41CP_V7.2.5;9511;Birgit Klein;ARGO-BSH;A;116;107;2020-10-12;_;_;-
coriolis;3901633;2017-10-06;ARGOS;ARVOR;SBE41CP_V7.2.5;9512;Birgit Klein;ARGO-BSH;A;116;086;2020-02-09;_;_;-
coriolis;3901634;2017-08-24;ARGOS;ARVOR;SBE41CP_V7.2.5;9513;Birgit Klein;ARGO-BSH;A;121;112;2020-10-13;_;_;-
coriolis;3901635;2017-08-19;ARGOS;ARVOR;SBE41CP_V7.2.5;9514;Birgit Klein;ARGO-BSH;A;122;113;2020-10-13;_;_;-
coriolis;3901636;2017-09-02;ARGOS;ARVOR;SBE41CP_V7.2.5;9518;Birgit Klein;ARGO-BSH;A;120;114;2020-10-26;_;_;-
coriolis;3901637;2017-11-28;ARGOS;APEX;SBE41;41-9795;B. Klein;ARGO-BSH;NA;_;102;2020-10-13;_;_;-
coriolis;3901638;2017-12-02;ARGOS;APEX;SBE41;41-9794;Birgit Klein;ARGO-BSH;NA;_;090;2020-10-13;_;_;-
coriolis;3901639;2017-12-02;ARGOS;APEX;SBE41;41-9793;Birgit Klein;ARGO-BSH;NA;_;083;2020-10-13;_;_;-
coriolis;3901640;2017-11-28;ARGOS;APEX;SBE41;41-9792;Birgit Klein;ARGO-BSH;NA;_;097;2020-10-13;_;_;-
coriolis;3901641;2017-11-28;ARGOS;APEX;SBE41;41-9791;Birgit Klein;ARGO-BSH;NA;_;085;2020-10-13;_;_;-
coriolis;3901642;2017-12-02;ARGOS;APEX;SBE41;41-9567;Birgit Klein;ARGO-BSH;NA;_;094;2020-10-13;_;_;-
coriolis;3901643;2017-11-09;ARGOS;ARVOR;SBE41CP_V7.2.5;9519;Birgit Klein;ARGO-BSH;A;114;107;2020-10-26;_;_;-
coriolis;3901644;2018-12-31;IRIDIUM;ARVOR;SBE41CP_V7.2.5;9309;Birgit Klein;ARGO-BSH;NA;054;049;2020-06-18;_;_;-
coriolis;3901645;2018-12-31;IRIDIUM;ARVOR;SBE41CP_V7.2.5;9307;Birgit Klein;ARGO-BSH;NA;060;055;2020-06-25;_;_;-
coriolis;3901646;2018-01-25;ARGOS;ARVOR;SBE41CP_V7.2.5;9997;Birgit Klein;ARGO-BSH;A;124;101;2020-10-18;_;_;-
coriolis;3901647;2018-01-22;ARGOS;ARVOR;SBE41CP_V7.2.5;10004;Birgit Klein;ARGO-BSH;A;106;100;2020-10-15;_;_;-
coriolis;3901648;2018-01-22;ARGOS;ARVOR;SBE41CP_V7.2.5;10003;Birgit Klein;ARGO-BSH;A;106;100;2020-10-15;_;_;-
coriolis;3901649;2018-01-20;ARGOS;ARVOR;SBE41CP_V7.2.5;10002;Birgit Klein;ARGO-BSH;A;106;100;2020-10-20;_;_;-
coriolis;3901650;2018-05-12;ARGOS;ARVOR;SBE41CP_V7.2.5;10001;Birgit Klein;ARGO-BSH;A;095;089;2020-10-16;_;_;-
coriolis;3901651;2018-05-11;ARGOS;ARVOR;SBE41CP_V7.2.5;10000;Birgit Klein;ARGO-BSH;A;095;089;2020-10-15;_;_;-
coriolis;3901652;2018-03-05;ARGOS;ARVOR;SBE41CP_V7.2.5;9999;Birgit Klein;ARGO-BSH;A;104;098;2020-10-24;_;_;-
coriolis;3901653;2018-05-16;ARGOS;ARVOR;SBE41CP_V7.2.5;9998;Birgit Klein;ARGO-BSH;A;095;078;2020-07-07;_;_;-
coriolis;3901654;2018-04-16;ARGOS;ARVOR;SBE41CP_V7.2.5;10013;Birgit Klein;ARGO-BSH;A;098;091;2020-10-16;_;_;-
coriolis;3901656;2018-01-26;ARGOS;ARVOR;SBE41CP_V7.2.5;10055;Birgit Klein;ARGO-BSH;A;106;089;2020-07-13;_;_;-
coriolis;3901657;2018-01-25;ARGOS;ARVOR;SBE41CP_V7.2.5;10016;Birgit Klein;ARGO-BSH;A;106;100;2020-10-26;_;_;-
coriolis;3901658;2018-01-25;ARGOS;ARVOR;SBE41CP_V7.2.5;10015;Birgit Klein;ARGO-BSH;A;106;089;2020-07-07;_;_;-
coriolis;3901659;2018-01-24;ARGOS;ARVOR;SBE41CP_V7.2.5;10014;Birgit Klein;ARGO-BSH;A;106;100;2020-10-18;_;_;-
coriolis;3901660;2018-05-07;ARGOS;APEX;SBE41;41-9819;Birgit Klein;ARGO-BSH;A;096;079;2020-07-02;_;_;-
coriolis;3901661;2018-04-24;ARGOS;APEX;SBE41;41-9818;Birgit Klein;ARGO-BSH;A;097;080;2020-07-03;_;_;-
coriolis;3901662;2018-04-23;ARGOS;APEX;SBE41;41-9814;B. Klein;ARGO-BSH;A;097;061;2020-05-02;_;_;-
coriolis;3901663;2018-04-20;ARGOS;APEX;SBE41;41-9813;Birgit Klein;ARGO-BSH;A;299;075;2020-06-26;_;_;-
coriolis;3901664;2018-04-19;ARGOS;APEX;SBE41;41-9812;Birgit Klein;ARGO-BSH;NA;_;054;2020-05-02;_;_;-
coriolis;3901665;2018-05-08;ARGOS;APEX;SBE41;41-9811;B. Klein;ARGO-BSH;A;096;062;2020-05-02;_;_;-
coriolis;3901666;2018-04-13;ARGOS;APEX;SBE41;41-9810;Birgit Klein;ARGO-BSH;NA;080;068;2020-05-02;_;_;-
coriolis;3901667;2018-06-12;IRIDIUM;APEX;SBE41N_V5.3.0;10678;Birgit Klein;ARGO-BSH;NA;_;038;2020-07-03;038;_;-
coriolis;3901668;2018-06-12;IRIDIUM;APEX;SBE41N_V5.3.0;10679;Birgit Klein;ARGO-BSH;A;132;099;2020-06-17;132;069;-
coriolis;3901669;2018-06-01;IRIDIUM;APEX;SBE41N_V5.3.0;10680;Birgit Klein;ARGO-BSH;A;140;105;2020-06-17;140;073;-
coriolis;3901670;2018-06-21;ARGOS;ARVOR;SBE41CP_V7.2.5;10477;Birgit Klein;ARGO-BSH;A;091;085;2020-10-20;_;_;-
coriolis;3901671;2018-06-17;ARGOS;ARVOR;SBE41CP_V7.2.5;10478;Birgit Klein;ARGO-BSH;A;092;075;2020-07-15;_;_;-
coriolis;3901672;2018-06-25;ARGOS;ARVOR;SBE41CP_V7.2.5;10479;Birgit Klein;ARGO-BSH;A;091;082;2020-09-17;_;_;-
coriolis;3901673;2018-06-04;ARGOS;ARVOR;SBE41CP_V7.2.5;10481;Birgit Klein;ARGO-BSH;A;093;084;2020-09-18;_;_;-
coriolis;3901674;2018-06-08;ARGOS;ARVOR;SBE41CP_V7.2.5;10483;Birgit Klein;ARGO-BSH;A;093;084;2020-09-18;_;_;-
coriolis;3901675;2018-06-14;ARGOS;ARVOR;SBE41CP_V7.2.5;10484;Birgit Klein;ARGO-BSH;A;092;083;2020-09-17;_;_;-
coriolis;3901676;2018-12-10;IRIDIUM;APEX;SBE41N_V5.3.0;11141;Birgit Klein;ARGO-BSH;NA;_;055;2020-10-10;_;_;-
coriolis;3901677;2018-12-11;IRIDIUM;APEX;SBE41CP_V7.2.5;11134;Birgit Klein;ARGO-BSH;A;073;051;2020-05-02;_;_;-
coriolis;3901678;2018-12-02;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11178;Dr. Birgit Klein;ARGO-BSH;NA;001;_;-;_;_;-
coriolis;3901679;2018-11-30;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11177;Birgit Klein;ARGO-BSH;A;075;052;2020-06-17;_;_;-
coriolis;3901680;2018-11-29;IRIDIUM;ARVOR;SBE41CP_V7.2.5;11169;Birgit Klein;ARGO-BSH;A;075;052;2020-06-17;_;_;-
coriolis;3901681;2018-12-07;IRIDIUM;APEX;SBE41CP_V7.2.5;11145;Birgit Klein;ARGO-BSH;A;074;051;2020-05-02;_;_;-
coriolis;3901682;2018-12-07;IRIDIUM;APEX;SBE41CP_V7.2.5;11144;Birgit Klein;ARGO-BSH;A;074;051;2020-05-01;_;_;-
coriolis;3901683;2018-12-08;IRIDIUM;APEX;SBE41CP_V7.2.5;11143;Birgit Klein;ARGO-BSH;A;074;051;2020-05-02;_;_;-
coriolis;3901684;2018-12-09;IRIDIUM;APEX;SBE41CP_V7.2.5;11142;Birgit Klein;ARGO-BSH;A;074;051;2020-05-03;_;_;-
coriolis;3901685;2019-09-25;IRIDIUM;ARVOR;SBE41CP;41-11976;Birgit Klein;ARGO-BSH;A;045;022;2020-06-17;_;_;-
coriolis;3901686;2020-02-21;IRIDIUM;ARVOR;SBE41CP;41-11975;Dr. Birgit Klein;ARGO-BSH;A;030;024;2020-10-20;_;_;-
coriolis;3901687;2020-02-21;IRIDIUM;ARVOR;SBE41CP;41-11974;Dr. Birgit Klein;ARGO-BSH;A;030;024;2020-10-20;_;_;-
coriolis;3901838;2016-08-23;IRIDIUM;ARVOR;SBE41CP_V7.2.5;7905;Birgit Klein;MOCCA-GER;A;158;147;2020-09-01;_;_;-
coriolis;3901839;2016-06-25;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8050;Sven Petersen;MOCCA-GERMANY;A;164;152;2020-08-31;_;_;-
coriolis;3901840;2016-05-29;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8051;Sven Petersen;MOCCA-GER;A;167;155;2020-08-31;_;_;-
coriolis;3901841;2016-07-31;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8054;Birgit Klein;MOCCA-GER;A;160;150;2020-10-12;_;_;-
coriolis;3901842;2016-10-08;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8055;Peter Brandt;MOCCA-GERMANY;NA;_;071;2019-06-04;_;_;-
coriolis;3901843;2016-10-09;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8056;Peter Brandt;MOCCA-GERMANY;A;153;142;2020-08-31;_;_;-
coriolis;3901844;2016-10-13;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8057;Peter Brandt;MOCCA-GERMANY;A;153;141;2020-08-31;_;_;-
coriolis;3901845;2016-06-26;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8058;Sven Petersen;MOCCA-GERMANY;A;164;155;2020-09-18;_;_;-
coriolis;3901846;2016-10-20;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8071;Birgit Klein;MOCCA-GERMANY;A;152;141;2020-09-07;_;_;-
coriolis;3901847;2016-10-22;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8076;Birgit Klein;MOCCA-GERMANY;A;152;140;2020-08-31;_;_;-
coriolis;3901848;2016-06-04;IRIDIUM;ARVOR;SBE41CP;8077;Pierre-Marie Poulain;Euro-Argo;NA;_;073;2018-06-13;_;_;-
coriolis;3901849;2016-06-05;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8078;Pierre-Marie Poulain;MOCCA-ITALY;A;331;265;2020-01-24;_;_;-
coriolis;3901850;2016-06-24;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8079;Waldemar Walczowski;MOCCA-POLAND;A;164;155;2020-10-09;_;_;-
coriolis;3901851;2016-06-25;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8070;Waldemar Walczowski;MOCCA-POLAND;A;164;152;2020-08-30;_;_;-
coriolis;3901852;2016-12-06;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8088;Pierre-Marie Poulain;MOCCA-EU, DEKOSIM (METU);A;294;231;2020-02-04;_;_;-
coriolis;3901853;2016-10-28;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8089;Pierre-Marie Poulain;MOCCA-EU, DEKOSIM (METU);A;302;238;2020-01-30;_;_;-
coriolis;3901854;2016-11-02;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8092;Pierre-Marie Poulain;MOCCA-EU;A;301;238;2020-02-04;_;_;-
coriolis;3901855;2016-10-22;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8093;Pierre-Marie Poulain;MOCCA-EU;A;303;240;2020-02-03;_;_;-
coriolis;3901856;2016-08-09;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8094;Romain Cancouet;MOCCA-EU;A;159;141;2020-06-26;_;_;-
coriolis;3901857;2016-08-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8095;Romain Cancouet;MOCCA-EU;A;159;150;2020-10-12;_;_;-
coriolis;3901858;2016-08-14;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8096;Romain Cancouet;MOCCA-EU;A;159;147;2020-08-30;_;_;-
coriolis;3901859;2016-09-01;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8097;Romain Cancouet;MOCCA-EU;A;157;151;2020-10-29;_;_;-
coriolis;3901860;2016-09-05;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8098;Romain Cancouet;MOCCA-EU;A;157;148;2020-10-13;_;_;-
coriolis;3901861;2016-09-06;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8099;Romain Cancouet;MOCCA-EU;A;156;145;2020-09-10;_;_;-
coriolis;3901862;2016-08-11;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8100;Romain Cancouet;MOCCA-EU;NA;_;128;2020-09-02;_;_;-
coriolis;3901863;2016-08-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8101;Romain Cancouet;MOCCA-EU;NA;_;034;2017-11-14;_;_;-
coriolis;3901864;2016-09-08;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8102;Romain Cancouet;MOCCA-EU;A;156;150;2020-10-24;_;_;-
coriolis;3901865;2016-09-08;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8103;Romain Cancouet;MOCCA-EU;A;156;145;2020-09-01;_;_;-
coriolis;3901866;2016-10-17;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8104;Peter Brandt;MOCCA-EU;A;152;144;2020-10-13;_;_;-
coriolis;3901867;2016-10-11;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8105;Peter Brandt;MOCCA-EU;A;153;146;2020-10-15;_;_;-
coriolis;3901868;2016-10-12;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8116;Peter Brandt;MOCCA-EU;A;153;146;2020-10-16;_;_;-
coriolis;3901869;2016-11-10;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8122;Peter Brandt;MOCCA-EU;A;150;140;2020-09-07;_;_;-
coriolis;3901870;2016-11-10;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8123;Peter Brandt;MOCCA-EU;A;150;139;2020-09-01;_;_;-
coriolis;3901871;2016-08-29;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8124;Romain Cancouet;MOCCA-EU;A;157;070;2018-09-17;_;_;-
coriolis;3901872;2016-08-23;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8125;Romain Cancouet;MOCCA-EU;A;158;151;2020-10-26;_;_;-
coriolis;3901873;2016-09-04;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8126;Romain Cancouet;MOCCA-EU;A;157;147;2020-09-10;_;_;-
coriolis;3901874;2016-08-22;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8130;Romain Cancouet;MOCCA-EU;NA;_;058;2018-06-23;_;_;-
coriolis;3901875;2016-08-23;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8128;Romain Cancouet;MOCCA-EU;A;158;149;2020-10-09;_;_;-
coriolis;3901876;2016-10-17;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8129;Andreas Sterl;MOCCA-NED;A;152;143;2020-10-09;_;_;-
coriolis;3901877;2016-10-21;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8127;Andreas Sterl;MOCCA-NETHERLANDS;A;152;143;2020-10-09;_;_;-
coriolis;3901890;2017-04-03;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8254;Dimitris Kassis;MOCCA-EU;A;271;206;2020-01-29;_;_;-
coriolis;3901901;2016-12-16;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8270;Sabrina Speich;MOCCA-EU;A;146;132;2020-07-23;_;_;-
coriolis;3901902;2016-12-16;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8271;Sabrina Speich;MOCCA-EU;NA;_;023;2018-09-17;_;_;-
coriolis;3901903;2016-12-16;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8272;Sabrina Speich;MOCCA-EU;A;146;059;2018-10-05;_;_;-
coriolis;3901907;2017-01-21;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8275;Pierre-Marie Poulain;MOCCA-ITALY;NA;247;219;2020-01-22;_;_;-
coriolis;3901908;2017-01-25;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8276;Pierre-Marie Poulain;MOCCA-ITALY;A;284;220;2020-01-31;_;_;-
coriolis;3901910;2017-06-29;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8284;Waldemar Walczowski;MOCCA-POLAND;NA;_;088;2019-06-15;_;_;-
coriolis;3901911;2017-06-27;IRIDIUM;ARVOR;SBE41CP_V7.2.5;8285;Waldemar Walczowski;MOCCA-POLAND;A;181;172;2020-10-14;_;_;-
coriolis;3901918;2016-12-01;ARGOS;ARVOR;SBE41CP;8302;Sabrina Speich;MOCCA;A;148;060;2018-09-17;_;_;-
coriolis;3901919;2016-12-01;ARGOS;ARVOR;SBE41CP_V7.2.5;8303;Sabrina Speich;MOCCA-EU;A;148;137;2020-11-02;_;_;-
coriolis;3901920;2016-12-02;ARGOS;ARVOR;SBE41CP;8304;Sabrina Speich;MOCCA-EU;A;148;060;2018-10-19;_;_;-
coriolis;3901921;2018-05-19;ARGOS;ARVOR;SBE41CP;8305;Josep Lluis Pelegri;MOCCA-EU;A;094;084;2020-10-27;_;_;-
